tweet link,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1222347467376730112,"So is it ""racist"" to point out the fact that the #coronavirus is partially based from animals that are unhealthily eaten by locals or tourist? Or that it was possibly man-made tinkered by an oppressive and genocidal communist government that's.. coincidentally in China?",not stigmatizing,Other,,18
https://twitter.com/edent/status/1222344088646750208,"The coronavirus coming from china is a matter of happenstance ; has nothing to do with the race of Chinese people ; Asian people in general.
 

 Your argument is absurd. Western farms are very fucking inhumane ; cruel ; why is it okay to you to eat pigs ; cows but not dogs ; cats?",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222339561805828097,"URL
 

 #CulturalMarxism
 

 HK CLOSED
 URL
 

 MONGOLIA CLOSED
 URL
 

 #Democrats say EAT YOUR DOG #racist! 
 

 Horrific images show dogs being killed, cooked and served up as a meal in a sick Chinese tradition
 URL",unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222352277677232128,"Biggest question of the decade 
 

 If China wasn’t eating fucking bat 🦇 soup yes bat 🦇 🍲 soup would we even be talking about the corona virus then you got niggas saying I ain’t drinking corona no more 😪 y’all make it make sense",not stigmatizing,Other,,18
https://twitter.com/edent/status/1222350962813095938,#chinazi stolen the virus from other nations to leak biological weapons now. Wuhan labs leak makes thousands death. Betrayers of US should investigated especially those so/called research in universities #China_is_terrorist URL,stigmatizing - medium,Bio-weapon;Wuhan virus lab,,18
https://twitter.com/edent/status/1222347322039971840,They jus did a TEMPORARY BAN on sale of monkeys bats dogs rats and snakes in China .like bitch what I’m fina throw up watching tht was so fuckin disturbing,stigmatizing - medium,Wet market and eating habits,,18
https://twitter.com/edent/status/1222344036129730561,CCP has been lying since 1949. This regime is excellent in cover-up for anything evil and face-losing. Those dictators in Beijing brainwash their people into believing that this thuggish regime is the best in the world and the idea that CCP is China. It's more VICIOUS than VIRUS.,unknown/irrelevant,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222343137349324802,"China's biological 'Chernobyl': Different country, same lies URL unfortunately I believe biological warfare is a huge threat.",stigmatizing - low,Bio-weapon;Wuhan virus lab,duplicate,18
https://twitter.com/edent/status/1222339780471590912,Communist Regimes are know for their deception and blatant lies. Trump knows China cannot be trusted! We the people also know this!😌🇺🇸,unknown/irrelevant,Chinese government (Chinese communist party - CCP);Donald Trump,,18
https://twitter.com/edent/status/1222505015366967296,China's latest virus epidemic exposes the horrific cruelty of their wild animal meat trade ; “wet markets” | Article [AMP] | Reuters URL,not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222505550723850245,"If you read my comment again it says “illegally selling” which is exactly what they’re doing! We do know where the virus originated from. It came from a fish market in Wuhan, China. But still they’re eating Bats, Snake and dog. 3 animals that carry disease.",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222510723948892160,"Actually, China should have done better in December, or at least not letting people eating raw meat. Should have prevent virus from wild bats spreading to human society.",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222511506769743874,"It’s not correct, Chinese actually don’t eat raw meat, even steaks they want well cooked. Virus passed to human when you have contact to them like Ebola. The Wuhan coronavirus believed passed from bat to snake then to human",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222516410200526848,"yall made fun of haitians for “eating cat” and said jamaicans ate dogs, whole time Asians eat the most “untraditional” food outta all of us. China literally has a dog food festival. i respect their culture, none of my business, but yall cant FDA regulate this shit or sumn?? URL",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222516836228571136,"they trade with bats, porcupines, etc to eat them??? 🤢 no wonder they're getting weird sicknesses! I had no idea but I've seen the unsanitary conditions of those illegal dog ; cats markets in China, S Korea ; SEA it's surprising that it didn't happen before. We play with fire🤦‍♀️",stigmatizing - low,Other,,18
https://twitter.com/edent/status/1222517712108314624,Xi Pingping is not lying!! China has everything under control!! Why are you laughing at me?! Why aren't you eating bat soup?! URL,not stigmatizing,Other,,18
https://twitter.com/edent/status/1222515974613688321,"lmao people hating on asians for eating dogs and bats while everyones eating chickens and cows 😂😂😂. dont hate cause u dont got dlc animals to eat 
 #coronavirus #WuhanVirus",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222506238245732352,Plz Chinese ppl we request 4m u dont eat wild animals do not bring new viruses into the human world. Its not like you would die if you dont eat disgusting things. And stop boiling alive animals (stop posting videos of boiling them alive). Karma will get u back #coronavirus,stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222518853315571712,"Scientists in China yesterday claimed that the deadly strain shares a common ancestor with a virus found only in fruit bats.  
 

 While, we know snakes eat bats, which is logical. Though I enjoy the intrigue of Canadian virus labs and espionage for a better story.
 

 Be Safe.",not stigmatizing,Information or misinformation;News,,18
https://twitter.com/edent/status/1222515361523863556,Totally waiting for someone to blame Donald Trump on the outbreak. Don’t blame these countries that bring crazy animals like bats chickens and snakes into close proximity. There is a reason these things start in China. Need better efforts to prevent zoonotic diseases not react,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Chinse Uyghur Muslims;Donald Trump,,18
https://twitter.com/edent/status/1222513617133637633,China should have done better. At least not letting people eat those wild bats or raw meat and spread these virus around the world in the human society...,not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222509729647251457,"l dont live in china or anywhere near lmao
 also that one pig disease is african swine fever and it cannot be transmitted to humans and my place dont have it thank god 
 the 2019 nco virus came from the consumptions of wild animals so ye
 but thanks for the concern -w-",unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222508279483510785,"Again, we don’t catch wild pigs, kill them and eat them do we. They are bread for it and the food industry has strict legislation. China it doesn’t!",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222335378662862848,Think its appalling how #China can be so utterly irresponsible by eating disease carrying wild adults such as #bats. What do they expect when they put their health at risk in this way? The equivalent of us here in the UK eating wild rats or wild pigeons. We wouldnt. We have...,not stigmatizing,Other;Wet market and eating habits,,18
https://twitter.com/edent/status/1222336854898479104,"coronavirus poses little threat to the US. the cases here are isolated, ; you're more likely to die from the flu, considering the fatality rate is much higher ; y'all refuse to get vaccinated. stop being self-centered ; worry for those in china who are actually at risk/dying URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222331061532647424,"Asian community a target of racism amid coronavirus threat …nonsense, it’s about eating weird critters URL URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,18
https://twitter.com/edent/status/1222324095431274498,"Happy Chinese New Year, please don't eat rats, dogs, cats, koala's, bats, anything that crawls, you might get coronavirus URL",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222332621709070336,Not going to lie the start of 2020 was BAD HORRIBLE we already lost juice world than Australia caught on fire and killed many animals and trumps going crazy in the president office and than world war three almost broke out and than the new virus spreading in China. RIP KOBE URL,unknown/irrelevant,Donald Trump,,18
https://twitter.com/edent/status/1222330114903625728,"Impeach Trump let Bolten testify we deserve the truth about his sick narcissist way Trump has gained billions while we have lost billions. A dictator like Putin N. KOREA, CHINA LET FREEDOM RING OR PAY IN NOVEMBER SENATOR'S/ TRUMP WE WILL THROW YOU ALL OUT. HONESTY TRANSPARENCY",unknown/irrelevant,Donald Trump,,18
https://twitter.com/edent/status/1222325055469838337,There should be a travel ban to and from China. I feel no ways about this shit. Dirty bastards eating rats and badgers live,stigmatizing - high,Other,,18
https://twitter.com/edent/status/1222324758097756160,The owner showed me another video of a Chinese lady eating bat soup. He even told me they eat human meat in China 😩,stigmatizing - medium,Wet market and eating habits,,18
https://twitter.com/edent/status/1222325268007792641,"went out w my n95 mask. an elderly couple pointed @ me saying “i’ll be the reason why the world will die” a grandmother pulled her grandson away from me ; said “she’s infected, get away from her” i’m not chinese but the fact that ppl use this to cover up that they’re racist fucks URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222414977476087808,"Wow as if no lessons are learned from China, this from Indonesia, monkeys, bats, dogs, cats, snakes etc. Just waiting another virus crossover URL",unknown/irrelevant,Wet market and eating habits,,18
https://twitter.com/edent/status/1222416008725422080,"As a Chinese I’ve been asked countless times if I eat cats or dogs. No! Eating cats or dogs is not common in china, you can’t find them in the supermarket. And now ppl assume wuhan people like eating bats while the real wuhan cuisines are these: URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222423660138549249,"China is a virus. Communist. PLA. Anti human rights. Abduction. Torture. Rape. Murder. HK police. Killer virus (biological warfare?). Spying comms. Internet takeover. More....
 #StandWithHongKong 
 #coronoavirus 
 #Huawei",stigmatizing - high,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222424329591365633,In other Breaking news !!! Batman declines to help the Chinese for fears he may be eaten. New arch villain Corona Charlie emerges from Wuhan. Said to have gotten his superpowers from eating bat anus and monkey testicles in shark fin soup.,unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222425617565569024,did yall know corona fucking virus started from chinese people eating dirty fucking bats and dogs so fucking disgusting,stigmatizing - high,Wet market and eating habits,,18
https://twitter.com/edent/status/1222422791594504192,"The deadly animal virus epidemic spreading globally may have originated in a Wuhan laboratory linked to China’s covert biological weapons program, according to an Israeli biological warfare expert.
 

 local Wuhan tele report fr 2015 showing China’s most advanced virus research lab",not stigmatizing,Wuhan virus lab,,18
https://twitter.com/edent/status/1222422286336020480,"The deadly animal virus epidemic spreading globally may have originated in a Wuhan laboratory linked to China’s covert biological weapons program, according to an Israeli biological warfare expert.
 

 local Wuhan tele report fr 2015 showing China’s most advanced virus research lab",not stigmatizing,Bio-weapon,duplicate,18
https://twitter.com/edent/status/1222420042094010369,"Many Chinese people are scared. Many in Silicon Valley are staying home. Facial masks are sold out. In Taiwan, the word is the coronavirus outbreak is a leak from a biological warfare lab in Wuhan.
 

 #coronavirus #coronavirusoutbreak #biologicalwarfare
 

 URL",not stigmatizing,Bio-weapon;Wuhan virus lab,,18
https://twitter.com/edent/status/1222420709126705153,"An analyst from says it's RACIST to criticize Chinese for eating wild bats, which caused the #CoronaOutbreak
 

 ""It's a racist stereotyping by westerners,"" said the journalist in video. 
 

 Let's be clear. Social Justice nuts ARE a public danger
 

 URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222418529049333760,Its Chinese Year of the Rat recognised by Chinese as clever resilient animal however irony that black rats carried fleas that carried Black Plague that wiped out one third if not more of Europe in Middle Ages ; now this yr we watch advance of coronavirus killing people in China,not stigmatizing,Other,,18
https://twitter.com/edent/status/1222657294711709697,"Virus is Xi's greatest challenge URL
 Dictator xi to busy in hiding to safe himself first! It time the Chinese people rise up to topple this evil monster CCP and all their rats, give them the coronavirus, so they can all die with their glory hell CCP doctrines",stigmatizing - low,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222658701984772097,"Scrub my bathroom floor...with a toothbrush.
 

 Pick the fleas out of a mangy dog's fur. 
 

 Eat bat soup...in Wuhan, China during coronaviris outbreak. 
 

 ""Name something you'd rather do than watch the Impeachment Sham?"" URL",not stigmatizing,Other,,18
https://twitter.com/edent/status/1222658972626407427,"They should’ve kept that shit in China, they created it by eating bats and contaminated animals they shouldn’t eat....",stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222659159386025984,"Yes, that's right too. The culture eating wild animals such as bats are usually wide spreaded in the southern china, as we can see in the Huanan seafood market. Not every Chinese have this culture. (northern china actually have a negative thought)",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222666152704233472,"Stfu people are using the virus as an outlet to be racist to asians, bat soup isnt even from China. The virus itself is not nearly as deadly as the media says it is, sars and mers had a higher mortality rate.The fucking flu is worse than the corona virus it kills thousands yearly",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222670643470225408,"You got cops fighting firefighters in france, all this politcal bullshit nonsense here, china got some biblical plague goin on.... how the fuck can anyone act like shit is all good........ if you have ever seen idiocracy that is damn near the world right now",unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222670721287172101,"I don’t understand how people in China eat dogs, cats, and bats 😪",stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222670038425010176,"EXPOSE REAL CRUEL, THOUSANDS DOG'S TERRIFIED+ TORTURED, BEATEN&gt; EATEN BY BILLIONS OF CHINESE&gt;SAVAGE=ABNORMAL DEMONS!! WAKE-UP TO REAL, DEMONS ON EARTH=CHINA&gt;TAKE WORLD'S MONEY, ESP US $$'S ; LIVE WICKED, VILE, COMMUNIST&gt;VIOLENT LIVES!! KILL EXTINCT ANIMALS/KILL MANKIND=PANDEMICS+ URL",stigmatizing - high,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222668992692670464,"If people in China eating bats,mice ; dogs what makes you think they won’t be cooking that shit here? That beef broccoli ain’t no beef",unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222668729026215941,China nasty eating bat 🦇rat🐀 soup,stigmatizing - high,Wet market and eating habits,,18
https://twitter.com/edent/status/1222668395679633408,"I hope they can contain #coronaravirus in China only. People who doesn't eat wild and odd animals doesn't deserve to get sick. But I pray for these people who got affected, they may not deserve to die either.",stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222668032516009987,"If anyone had read anything on animal vectors and zoonotic diseases they would know that the most likely culprit in this instance is the bats they are eating live.
 I surprised there has not been a massive rabies outbreak.
 

 Just remember, Chinese govt lies",stigmatizing - low,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222664578271547392,"you can't just think that every single Chinese person eats dog. That's just being racist and generalizing an entire race for the actions of a few. Also slaughterhouses in America also don't treat their animals well. Also, there's no proof that eating dog caused the epidemic",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222530489954787329,PROTECT YOURSELF FROM THE CORONA VIRUS-STOP EATING MEAT-GO VEGAN! READ CHAP 23 OF COUNSELS ON DIET BY ELLEN WHITE ONLINE! The West Blames the Wuhan Coronavirus on China’s Love of Eating Wild Animals. #USA #meatlovers #VEGAN #coronoavirus #PONTIFEX #WuhanVirus #DMV,unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222529706584571905,"I have visited China a lot of times, I have family in China ; I can confirm that the majority of chinese ppl do NOT eat animals like bats, etc. I hate to see that most of the ppl choose to blame/hate on China instead of praying that it will get better for them. #WuhanVirus",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222521033812520961,"Chinese food market at the epicentre of deadly virus outbreak was selling KOALAS along with snakes, rats and wolf pups for locals to eat - as experts warn the threat it will spread to Australia is VERY real 
 #China #koala #wolf 
 URL",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222519774543892480,"most people dont even eat those things in china. they are innocent people who, dont even eat bats and whatsoever, somehow got infected. stop blaming the whole of china and using this as a reason to be racist.",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222403888243933184,"... the virus came from someone in china who belives that eaging a BAT SOUP was good. 
 

 On behalf of us meat eaters who dont care what people eat, im sorry Vegans and Veggies have to put up with our stupid people just like we have to put up with gour stupid people URL",not stigmatizing,Other,,18
https://twitter.com/edent/status/1222405396263915524,"And ground zero close to two labs. Some story of bat eating... etc—typical propaganda downplay. if it was biowarfare, they screwed it up—undetectable 2-14 days, it should have made it farther out, though perhaps it did ... targets 50+, the young ; immune compromised #China Vice",not stigmatizing,Bio-weapon;Wuhan virus lab,,18
https://twitter.com/edent/status/1222405785591975936,for real how fucking rude of the passenger for using ride share too this is why so many ppl are getting infected inconsiderate fucks flying all the way from china to wait to go to a hospital heres reports this shit is biowarfare created in a lab usit ur ass home an call emergency,stigmatizing - low,Bio-weapon;Wuhan virus lab,,18
https://twitter.com/edent/status/1222406689070231552,The West Blames the Wuhan Coronavirus on China’s Love of Eating Wild Animals URL #wuhan,unknown/irrelevant,News,,18
https://twitter.com/edent/status/1222401513089204224,"Get the Chinese to quit eating animals not meant to be ingested by humans. Many wild and domestic animals, like dogs, are not meant to be eaten by humans. Encourage China (and the world) to move to plant-based diets. URL",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222552190251724801,China Communist has revealed the true evil face to Hong Kongers and the world over the past seven months. Hong Kongers won’t trust the repressive totalitarian regime and are determined to fight for regaining autonomy and democracy. URL,stigmatizing - medium,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222552306459316224,Please also give an advice to Chinese Government to impose ban on the consumption/business of dirty and filthy wild animals e.g. snakes and bats etc. by his people as this trend not only harming them but rest of the world as well.,not stigmatizing,Other,,18
https://twitter.com/edent/status/1222558143130951681,"“Cuz in China they eat bats, dogs and all sorts of animals.. “",unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222558590679973888,"There are also many countries eating wild animals and live animals too... 
 Such as africa, philippines, etc... and many more, other than china. 
 

 Maybe it depends how the animal or meat is handled
 Example, steak can be eaten raw or medium rare... so it is not fully cook",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222558844871696384,"And you're acting as if the rest of the world doesn't do horrible things, and why do you put dog lives so much more over other animals? And it's still uncommon to eat dog in China bigot. Instead of being racist, be a decent human being an don't generalize and help fix the issue",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222560142425649152,"Chinese eat any kind of animals,you name it and they are eating it .Coronavirus outbreak linked to bat soup sold at Wuhan market makes sense.",stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222555998726082560,Last year a mysterious shipment was caught smuggling Coronavirus from Canada. It was traced to Chinese agents working at a Canadian lab and a Biological Warfare Program from where the virus is suspected to have leaked causing the Wuhan Coronavirus outbreak URL,not stigmatizing,Bio-weapon;Wuhan virus lab,,18
https://twitter.com/edent/status/1222554015428308993,"So we can see,in most parts of China,many people were infected with this infectious disease which people get it from wild animals like bats,civets or something.First of all,the plague is from wuhan city wild animal transaction market.But the stupid chingchong leader was a piece URL",stigmatizing - high,Wet market and eating habits,,18
https://twitter.com/edent/status/1222561820562472963,NOT ANYMORE after Emperor Shithole's Chernobyl. #coronavirus has wakened many inside🇨🇳. It reminds the world that🇨🇳CCP coverup kills more Chinese people. Do freedom loving people want to live under the New Evil Empire's world domination? URL,not stigmatizing,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222556645022191616,They believe Coronavirus is linked to eating.....BAT FUCKING SOUP. Who looks at a bat and says let’s put this rat with wings in soup ???? Further proof that Asians will eat anything 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,stigmatizing - high,Other;Wet market and eating habits,,18
https://twitter.com/edent/status/1222556034637746176,"646,000 die each year from flu. Coronavirus has killed 333 so far. It is NOT an Asian virus and all Chinese people aren't carrying it so just fuck off with that bullshit. 
 Racism kills more people than coronavirus 
 

 facts matter
 

 #coronavirus",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);COVID-19 cases and deaths statistics,,18
https://twitter.com/edent/status/1222555689500975104,"Calls for #China to ban sale of exotic animals including snakes and bats for food following deadly #coronavirus outbreak.
 

 What is wrong with these people eating live animals etc - ; don't tell me some crap that 'it's their CULTURE'... it's DISGUSTING!
 

 URL",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222555271555420160,"heres an idea, when the Chinese stop eating live newborn rats and Disseased Bats and other un safe animals and other shit, the world will stop trashing on them for shit like Coronavirus. because its thanks to them this shit even happened and now over 100 people are dead.",stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222563513916215296,"People say ATHEISTS are the most kind people on planet..
 

 But 67% of China population are Atheists
 

 And you know how 'kind' they are ?
 

 They eat almost all animals like cats, dogs, etc and some even eat human foetus 🤷‍♂️
 

 That is Atheism for you
 Atheists= Most dumb people on Earth URL",stigmatizing - high,Wet market and eating habits,,18
https://twitter.com/edent/status/1222554190615941121,I'm cynical ; jaded ; suspect the bat soup stories are a cover story from China 's biological weapons' program,not stigmatizing,Bio-weapon;Wuhan virus lab,,18
https://twitter.com/edent/status/1222616601008246785,"#Artificialmeat could prevent another another viral outbreak like the #coronavirus. By using #plantbased or lab-grown meat, China’s wet markets could do away with live animal trade. 
 

 We’re already seeing this trend emerge onto the world stage! 
 

 URL URL",unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222616813768511489,"Just because them mf Chinese wanna eat all these types of animals and shit, we gotta deal w this coronavirus now? Shit is wild and upsetting bro",stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222617179180425226,Fight China? How? Our entire military is spread out fighting seven different conflicts in the Middle-East and Africa. Hopefully if China does want a war they will give us ample time to move our fighting resources.... right?,unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222622775052926976,"Don't be blinded by the mask of the Chinese Communist Party! This viral infection is a war, a Chinese Communist Party's attack on biochemical weapons of equality, democracy and freedom! The virus is contagious in China, covering up crimes against humanity! In the eyes of the",unknown/irrelevant,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222623148702437376,"China lied to everyone from the beginning 6 months ago when the coronavirus first spread between humans. The local Chinese Communist party officials lied to Beijing to cover up, and Beijing refused to admit, still celebrating Rat New Year like there's no tomorrow.",not stigmatizing,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222625323419951104,"These women and men are risking their lives to help people and you're making a point about ""animal abuse""? Do you realize that barely anyone in China eats cats or dogs?",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222625402998394882,"Pox was just as deadly to Europeans it just hit the Indians all at once. Also, Coronavirus has characteristics of the perfect bio weapon. Transmission before symptoms show (10 day window) ; bat soup cover disgust story. If also Asian-race specific we’ll see in the next week or so",not stigmatizing,Bio-weapon,,18
https://twitter.com/edent/status/1222622141813874689,"Not only are they over in China eating rats ; bats, they’re eating the shit while it’s alive😭 not even cooking it, just eating it fresh off the street🤢lmfao that’s sick yo",stigmatizing - high,Wet market and eating habits,,18
https://twitter.com/edent/status/1222621249597267971,"Remember that time China's economy was really badddd
 It was so bad they couldn't get food so they used to eat like this, not just rat, frogs bats, seafood, I think that's where the stereotype that all Chinese eat dogs started from
 

 I don't think they ever dropped that habit😪💔",stigmatizing - medium,Wet market and eating habits,,18
https://twitter.com/edent/status/1222620944012693504,basically the black plague but from China. remember when u yt ppl was eating rats and shit?,not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222619658785738752,"I agree they should stop consuming meat that have a higher chance of carrying viruses and diseases but there’s no reason to be racist and try to “boycott China”. Every culture has their differences, and not all chinese people eat and enjoy these types of food. +",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222618172228087808,"Then you should go to China to stop those who actually abuse animals, not attacking 1.4 billion people with a picture found in the Internet. 
 99% Chinese people have never eat dog meat.
 If you go, I will sponsor you a little or maybe provide some logistical support.",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222618174656581632,"I lived in China for 3 years, didn't see a single bat being cooked.
 I saw (ate) animals that I'd not seen in uk, but I also ate horse in France, deer in S Africa, kangaroo, crocodile at an ausie bbq. Just because its different doesn't make it wrong, ; doesn't make racism right",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222617929193312256,"China can build an entire hospital in 10 days while they stream it online for millions, yet basic stuff such as higiene, eating raw meat and killing animals in-situ, hacinated places, and contamination seems normal. Hard to understand from this side of the planet.",not stigmatizing,Other,,18
https://twitter.com/edent/status/1222610910797320193,"I condone eating fog. That's ridiculous. I'm not here to fight...and talking to some people about facts...is impossible. Like the fact that dogs were the first domesticated animal...before sheep, cattle and horses. That China is an ancient t civilization...they as did others",stigmatizing - medium,Wet market and eating habits,,18
https://twitter.com/edent/status/1222610903717167105,$100 mill Saudis to Ivana. Trade wars gets Ivanka China patents. Qatar threatened w war ; sanctions if they didn't give Jared the money for his defaulting property. Khashoggi killed doing an expose of Trump ; Saudi monies. Jared tried to backchannel Russia. U want 2 go there?,unknown/irrelevant,Donald Trump,,18
https://twitter.com/edent/status/1222591548875067395,"The virus spread from a meat market in China, there were all kinds of animals there. I think it were from a snake or something like that. I heard on the news ; from my teacher. Does bats exist in China????",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222580975470698496,"The shit some Chinese people were eating in China is OUT OF POCKET!! 🤢🤢🤢🤢 rats, bats, monkeys, etc! So because some of them wanted to eat that shit the rest of us have to deal with Coronavirus",stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222593183944544256,"Omfg. I’m not saying ALLL China is evil ; disgusting BUT I’m saying CHINA IS EVIL ; disgusting FOR THIS. I’m not trying to be racist, I’m just saying the shit that we see.. WTF is wrong with them... I mean come on what the FUCK. URL",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222590189396090880,"Communist China can build enormous dams, explore Space, imprison millions BUT they CAN’T stop filthy endangered species- killing virus-mutating wet markets ? So a tiny few old Chinese can indulge their primitive dietary superstitions ? This is second Pandemic caused by China.",not stigmatizing,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,18
https://twitter.com/edent/status/1222587054141460481,"saw a tweet on here saying china deserves the corona virus outbreak because ""they eat dogs"" bro just say you're racist and then fuck off",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222586674493841408,"Name one person who's died outside of China? I'll wait! WHO said this is an emergency IN CHINA! This is a strain of flu that started in bat's, moved to snakes and then humans! As these animals are mostly consumed in the East, they got hit with a flu that spread very fast...",not stigmatizing,Other,,18
https://twitter.com/edent/status/1222593707314159617,The Chinese people are to blame for the Corona outbreak (for eating living rats and bats),stigmatizing - high,Wet market and eating habits,,18
https://twitter.com/edent/status/1222452346887663617,"Crazy communist dictators democrats are liars and hateful and disgraceful people slandering the President and wanting to remove all rights and freedoms from all Americans and make America like China and Russia, communist democrats are power crazy and lunatics. URL",stigmatizing - low,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222452408871075840,"Send to China
 Where 1.4 billion Chinese could 
 Brew herbal medicinal soup...
 Better than cats rats bats soup for 
 Sexual prowess..
 Longevity
 Or just for its protein",stigmatizing - medium,Other;Wet market and eating habits,,18
https://twitter.com/edent/status/1222452509421244416,"#coronoavirus so the american media refuses to out China and tell the full story.
 Why tf were you dummies selling exotic animals and bats and shit. What the fuck. And chinese government refuses to share everything. People are just falling out
  URL",not stigmatizing,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,18
https://twitter.com/edent/status/1222453878991597575,"H.R. McMaster, Former National Security Adviser: ""#China's determination to export its authoritarian system poses a threat to international stability. Our problem is with the Chinese communist party's threat to global stability, freedom and prosperity."" #INSS2020",unknown/irrelevant,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222458236231548929,MyPOV: let's say a bioweapons program went awry 6 months ago and lab animals went in the wild and were contaminated. then a large wild meat marketplace retintroduced the virus back into the human population #chinavirus #coronavirus #china,not stigmatizing,Bio-weapon;Wet market and eating habits;Wuhan virus lab,duplicate,18
