tweet id,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1241191468334645248,Small town were so far out of bound to #Wuhan corona virus. These people will bring death to rural India. Sad and scary. #Coronaindia URL,stigmatizing - low,Other,,17
https://twitter.com/edent/status/1254233703984910337,"When they say ""#WHO says"".. did they figure it out? or #CCP told them and they parroted on the message as gospel? #CCPVirus #ChineseVirus #COVID19 #China",stigmatizing - low,Chinese government (Chinese communist party - CCP),,17
https://twitter.com/edent/status/1241282451487383553,Americans use Chinese products while scolding them. What a ridiculous picture. Silly force behavior. I just heard the governor of new York sent someone to China to buy ventilators. Don't buy if you can. URL,stigmatizing - low,International politics,,17
https://twitter.com/edent/status/1249021674302758912,It’s time for a non partisan conversation about #China #coronavirus URL,stigmatizing - low,Other,,17
https://twitter.com/edent/status/1236636974641020929,"people in #china get back to work but not before a control of their temperature - also, you don't see much of the social distancing here so if some one is infected ... #nCoVID2019 #nCoV2020 #coronavirus #COVID #COVIDー19 #wuhan URL",stigmatizing - low,Information or misinformation,,17
https://twitter.com/edent/status/1245736890952601602,Let's call it by its real name #CCPVirus URL,stigmatizing - low,Chinese government (Chinese communist party - CCP),,17
https://twitter.com/edent/status/1240218112986923009,Good #News URL,stigmatizing - low,News,,17
https://twitter.com/edent/status/1238871318092636161,"Maybe some who are hailing Chinese efforts to contain the #COVID19 will care to read this, let us not be Chinese apologists A Made-in-China Pandemic by Brahma Chellaney URL",stigmatizing - low,Information or misinformation,,17
https://twitter.com/edent/status/1247840079894269953,"Has anyone seen articles or reports they they are under reporting all deaths other than those from the China flu?
 #COVID #Coronavirus #CoronaUpdate",stigmatizing - low,Other,,17
https://twitter.com/edent/status/1235883718990061568,"making it up as he goes along! Continuing the practice of saying any rubbish at anytime and not being held accountable! 
 #coronavirus",stigmatizing - low,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1237075274866581505,"😂😂😂😂😂It IS the Wuhan virus, you #idiot! #COVID19",stigmatizing - low,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1243713218326999042,"Wait, so China isn't honest? Mind. Blown. URL",stigmatizing - low,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1239584194453327873,"Now Europe and North America get into such desperate moment of #COVID19 mostly because of WHO is manipulated by xxxking CCP over last 2 months 
 World please wake up and stop #CCPChina poisoning like #HongKong has deep lesson learnt from #sars",stigmatizing - medium,Chinese government (Chinese communist party - CCP),,17
https://twitter.com/edent/status/1235339491658915841,". ""SARS-CoV-2 Contamination of Air, Environmental Surfaces, and Personal Protective Equipment."" URL #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247015071865159680,"We must add vote by mail to ALL states!
  
 

 Nothing can stand in our way to vote in November, especially the #coronavirus #KeepAmericaSafe URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244486958643949568,"🖋 Support Jennie by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: URL
 

 📨 Last delivered to Representative Powers Hannley, Representative Friese and 1 more #AZpol #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241019007198810112,"We want to offer our services ;  expertise in PR, marketing, crisis comms ;  events to businesses who are feeling the impact of #coronavirus. Please make use of our free resources and get in touch if you have questions or concerns in these tough times: URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238064043556044804,Interesting take from #coronavirus URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236989672896823296,"Wrong.
 

 You are trying to distract from your poor policies causing a #COVID19
 outbreak and the #StockMarketCrash2020.
 

 #TrumpCrash #StockMarket #BlackMonday #oilprice #marketcrash",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239298338702282752,"Although it is important to stay up to date with the latest on the #caronavirus ;  #COVID19, we also need some good news! On Thursday, #spring starts! And here in #Saskatchewan, some sunshine and warmer temperatures! I’ll have your forecast tomorrow morning on #yqr URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244696685013536769,"I made this mini visual mix for the DJs who have been rocking LIVE DJ streamings amid the ongoing #COVID19 COVID-19 crisis.
 This visual mix is featuring a couple of key words of COVID-19 such as KEEP SOCIAL DISTANCE, WASH HANDS, STAY HOME ;  SELF QUARANTINE.
 

 #dj #VJ #newyork URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247631289483747331,#TheNewNormal will be flu days just like snow days #COVID19 #coronavirus URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246619888246030338,"Read thread and replies. I've been saying it. FL has 21.3 Million people plus illegals many undocumented here we have 11,356 cases which is only 0.5% of population. Ny 1% Calif 0.03% I don't need to go on. It's BS and there's something else we don't know. It's not the Virus URL",unknown/irrelevant,COVID-19 cases and deaths statistics; Information or misinformation,,17
https://twitter.com/edent/status/1251153534164234241,Report just out: supporting off-radar children ;  young people who are experiencing or at risk of abuse. Developed in response to #covid19. Please can you RT? 🙏 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249538561763725314,"This brilliant limerick by illustrates the complicit nature of in misinforming the public on the Human to Human transmission of #Covid19 #CoronaVirus - as a result a lot of lives were lost.
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242266205706170374,"This was a wonderful interview. A bright, kind , lovely young lady. Stay safe Elissa 💕💕  URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249078971339325447,". , make sure people can give birth safely and with dignity by prioritizing pregnant, childbearing, and postpartum people #BeyondMothersDay in your response to #COVID19 because #EveryMomCounts.",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245783820969955328,"Dr. Nate Smith, AR Sec of Health: 91 of the AR #coronavirus cases are healthcare workers. 
 

 #COVID19 #coronavirus #ARNews",unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1249338153447628800,"#HappyEaster 
 #HappeningNow a medical conference by Physicians about #COVID19 crisis  URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247308409193594881,#Coronavirus: #Ottawa state of #emergency to remain in effect until end of June URL,unknown/irrelevant,News,,17
https://twitter.com/edent/status/1241823293684035587,"A nurse in Italy, pleading with the world to take #Covid19 seriously!!! URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1250834442979086343,Great advice from ! URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248175699510226945,Japan to Fund Firms to Shift Production Out of China URL #Japan #China #Business #Finance #Economics #COVID19 #CCPVirus,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1243222343708803075,Lord God have mercy URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244502616438116352,COVID-19: WHY WE SHOULD ALL WEAR MASKS — THERE IS NEW SCIENTIFIC RATIONALE poke  #covid_19fr #covid19 #coronavirus #france URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250183004737212423,*sigh* URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238648419054428160,Coronavirus: US President Donald Trump declares national emergency #Coronavirus URL,unknown/irrelevant,Donald Trump; News,,17
https://twitter.com/edent/status/1244415897613283329,Great interview Fae! Only you could get out so much is such a short time👌🏽 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244389897261035521,"🖋 Support Pamela by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: URL
 

 📨 Last delivered to Representative Boback and Senator Baker #PApol #COVID19 URL",unknown/irrelevant,Other,duplicate,17
https://twitter.com/edent/status/1253726277070213121,"Join us for our weekly Evening Prayer on Saturday at 5.30pm. This week, the theme is 'holding on': URL via #Saturday #Prayer #Church #coronavirus #lockdown",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1254085139212238848,Damn skippy. Businesses would reopen Monday at 7:00 a.m. #TeamKentucky #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244768051997937667,This will be crucial for Texans who need coverage and access to care #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238660918193553408,"people
 are
 the
 WOOOORRRSSSTTT
 Leave some TP for the gal with one roll left please 🙄 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243663290225643527,So many people saw this clip but no your outrage is selective. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242659496641605635,I agree. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1254447173212745728,"Germany report it differently.
 Even their foreign minister on Andrew Marr today said they had been lucky and had not done things significantly differently to UK.
 Perhaps you should move to Germany Peirs as you think they are so great? URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252050881349996544,BC has permitted municipalities there the ability to run deficits for 2020-2021. Not everyone in local government agrees. Some want financial aid instead. should figure out what muni’s here want. #ableg #RuralMA #AUMA URL,unknown/irrelevant,News,,17
https://twitter.com/edent/status/1250471514702368771,"The 6th #COVID19 patient from Goa has recovered. Only one active case remains in Goa and no new cases reported after 3rd April 2020: Dr. Pramod Sawant, #Goa Chief Minister",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1239671426971348992,"We are Cohosting with  a #virtual #nationalassembly to bring together #youthorganizers responding to #Covid19usa #coronavirus to share resources,strategies,and needs...etc register NOW for this Thursday. 
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244345744728952834,"Hasn’t he got something else he should be dealing with? #Covid_19 #COVID19 #Covid19usa
 URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245475174746451969,"#Coronavirus in review: Hot spots flare up as U.S. cases top 200,000. Here's what you need to know. URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1242393660827635714,"Shutdown in Ireland. Photos from this morning’s socially distanced run. .
 🌅.
 🙏🏼.
 🌅
 #SelfIsolate #Coronavirus #MorningHeadspace #StayHealthy #LanguageOfLeaderShip #compassionateliving @ Blackrock, Dublin URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245582867867951105,"More than 40 spring breakers who ignored public health advice test positive for #coronavirus #KarmaBitches #Entitled
 

 URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1239418574609027077,"But -- if I'm doing my math right -- the mortality rate of H1N1 was ~.02% instead of ~2.3% (~105 times less), and the hospitalization rate was ~.38% instead of 10% (~26 times less). This is working *entirely* off the current U.S., not global, statistics for #COVID19.",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1244881397287960579,Take responsibility #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246159518586810369,Yes Alan - I’m bricking it. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239508050266001408,"LOL @ “going home now, have a burger” URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242067139248390145,Le festival de Cannes n’aura pas lieu. We recently learned that there will be no #festivaldecannes next May because of #covid_19 #coronavirus In this period of #confinement it’s an opportunity to browse through… URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251579245299671040,"Great - please focus on this!  Florida is NOT in Phase 3! Beaches open - made a critical error - testing not in place, and spread will be rampant! URL This is wrong #StayHome #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249442240797323265,Socialist Gov Gina #Raimondo Facing New Questions After Mismanaging State Social Services In Rhode Island. #coronavirus,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1245621375596777474,"THERE SHOULD NOT BE ANY TOLERANCE AGAINST SUCH CRIMINALS #CoronaVillains #CoronavirusOutbreak #COVIDー19 
 

 #CoronaJihad is real. No shade, no religious phobia, JUST FACTS. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235810242845278208,Time to go long $OPK - their new #Coronavirus testing kit is available - should move much higher.,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1244154120472313856,It has been great to see and be a part of #AtlantaStrong for the last week every night at 8pm. #CoronaVirusGeorgia #IAmMidtown #ThankYouHealthCareWorkers URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248571914190290945,"What will this pandemic do to the #nursing profession and our #healthcare system?
 

 #COVIDー19 #coronavirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253330317177315328,"LPO has done a quick interview with about new survey launched yesterday, looking into #COVID19 ;  its impact on #MentalHealth services. Head over to Facebook to watch/get more info: URL  URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1236819424944041990,evaluates and treats #COVID19 patients in an innovative way  URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244800341855465473,"Lesson learned during #covid19 pandemic. Apple's premium leather iPhone cases don't like being cleaned with an alcohol swab. The leather starts to peel off leaving a somewhat less 'premium' plastic case.
 

 #apple #iphone #FirstWorldProblems #PSA",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249937349951307781,"Humanity is becoming an Irony, by becoming so Inhumane. Save a soul, save the world. But No!, Someone will have #COVID19 and intentionally try to infect others.",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237261110304096256,you see cooperation is a good thing Joe not your constant bashing of Trump URL,unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1235958943534333952,"FYI MD Becker, Good for you.
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241628680155041795,Wtf is going on in the world rn URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251988503099031560,"My goodness, sourcing PPE in the US has turned into something close to what you'd see in Ozark on Netflix! URL
 #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242280659084697600,"The first 100k took 67 days.
 2nd 100k took 11 days
 3rd 100k took 4 days
 4th 100k will have taken &lt;  2 days
 

 #coronavirus #COVIDー19 #COVIDActNow #COVIDIOTS",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1238547642986065925,"It’s time to re-trend the #25thAmendment tag continuously. It’s the one rule that will get this gibbering wreck of a ‘President’ wheeled TF away soonest. 
 

 #worstpresidentEVER
 #CoronavirusPandemic
 #coronavirus",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1251867106695696384,"Dr Azra to control the spread of #Covid19 in Sindh from day1;  made sure mass quarantine centres, daily updates and more over facilitated the airports with screening centres which are under fed:gov. She is more of an administrative person than a media person.
 #WellDoneDrAzra URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1241850214194900993,"Mayor where is the data on the 8 cases we have per DHS 
 

 it was 3 now 8.. 1 is a soldier at Beaumont.. the other 4??
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242948933531447302,"If FEMA can't say what they are sending and sourcing daily, fire FEMA. Can't accept the answer they are coordinating and managing. Show actionable progress. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245054666401935367,"Collected foreigners list from 
 #CoronaJihaad
 #COVID
 #covid19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253117171116306432,Hell yes URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247562108809515009,"#FeedTheStray 🐶🐮🐂🐃🐕♥️♥️♥️
 Thank you #SanjayMahapatra #HSA #AnimalLove #CareForStrays #AnimalCare #Lockdown21 #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239157961068408833,"LIVE | Ashraf Ghani, president of Afghanistan, while sharing his views on the need for a common cooperative framework, proposed a tele-medicine to combat the novel #coronavirus.
 Follow for updates:
 URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1235525579484561410,"Critical situation in Rasht, northern #Iran
 Many people keeping in a long queue to by face masks while the Red Crescent Pharmacy has closed. The IRGC is said to have hoarded face masks and other medical resources amid #Coronvirus outbreak
 #COVID19 URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1237916686876999681,Your 2020 NBA CHAMPS!!!! Congrats #COVID19 ! URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241480807459491842,"Innisfil Mayor provides a #COVID19 update to the community on March 21, including info on #InnisfilTransit, waste collection, and free delivery on URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1248071984560451596,Endless screaming URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238185830616829953,"""All 50 states base funding on student population, but students are counted in different ways.
 

 Some states use enrollment;  others count attendance on a specific day of the school year."" #coronavirus 
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242790896153829376,"New York hospitals treating #coronavirus patients with VITAMIN C
  URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1253356708623089664,"“Domestic violence isn’t less important under #COVID19. In fact, it is even heightened, but people need to reach out to police or a crisis line … when they are in a violent situation,” says RCMP Const Julie Clelland.
 

 URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1240937509212782592,"How will 3,073 inmates in Ikoyi prison Lagos, observe social distancing inside an 800 capacity facility? How? How? We have to do everything we can to stop coronavirus from getting into our prisons Nigeria. #coronavirus #Nigeria Cc",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247859917995888640,The latest The Health care Daily! URL #covid19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236104854268833792,Imagine being stuck on the Coronavirus Cruise tho! URL URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250689144310857728,"Comcare eNews subscription is now open.
 #Subscribe to receive our newsletter and select to receive other updates on #prevention, #rehabilitation and #compensation, research, and education. URL
 

 #COVID19 #COVID19aus #wellbeing #WHS #mentalhealth URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1239992370957094916,"The Legislative Council Staff’s forecast, released yesterday, suggests revenue for the current budget will be roughly $400M lower, and next year’s budget is projected to be $750M, or 5.5%, below the previous estimate. #copolitics #coleg #cobudget URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1238644020735119361,Pass the message hahaha URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252144976605007872,"#MyReport | Timely testing and #socialisolation made sure no one else in his family was infected, but a Mumbai-based #COVID19 survivor had to face several rumours about his health. 
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245105091029471233,"It's hilarious to watch try to be a human. Bless his heart (that he doesn't have), he tries so hard. #coronavirus #PressBriefing",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248084976287047685,"Is it insensitive? 
 

 He may not be on a major media conglomerate anymore, but he’s still around in the corner pocket. 
 

 P.S. We need universal testing for accurate #Covid19 #Data for the public. 
 

 #coronavirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240056404754472966,My professor made a joke about #COVID19 in class today and my mom straight up laughed and kept coming over to my screen to check out what was going on. Love Jewish moms. #ZoomUniversity,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247948501524373506,UK Govt: Provide PPE to ALL frontline NHS to keep them safe #coronavirus URL via,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1235405442190200832,LMAOOOOOO IM DONE “what the hell you going to china for” LOLOL URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242134456472932356,"“Pelosi ; Schumer are willing to risk your life, your job, your retirement savings for a radical, left-wing wish list that has nothing to do with this virus. T.C. #retirement #CoronavirusOutbreak #NancyChokesWhilePeopleGoBroke #DrainTheSwamp #COVIDActNow #COVID19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253951122680602625,#nationaleditor new piece focused on being blessed during #COVID19 is @ URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245888503562612738,Doug ford #Coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248267055620657153,"#COVID19 Daily Update at 15.00 hrs GMT Part 4of5
 #Zambia(39)
 #Gabon(34)
 #Eritrea(33)
 #GuineaBissau(33)
 #Liberia(31)
 #Benin(26)
 #Tanzania(25)
 #Libya(21)
 #Angola(19)
 #EquatorialGuinea(18)
 #Mozambique(17)
 #Namibia(16)
 #Sudan(14)
 #Botswana(13)
 #Somalia(12)
 #Eswatini(12)
 #Zimbabwe(11)",unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1239616771998580738,Rolls of toilet paper spill from hoarder’s pickup truck on #Miami street. #coronavirus #ToiletPaperPanic URL,unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1242925172618719232,This is not good URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1254027433516437504,#Dilbert is working at home #covid19 #lockdown by Scott Adams URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247578442239021056,COVID-ALERT: Philippine police SHOT a farmer dead for disobeying country's quarantine rules - Global Pandemic News | #Coronavirus #COVID19 - URL URL,unknown/irrelevant,News,,17
https://twitter.com/edent/status/1237360937713180673,This is a prime example of why Dems need no more power and some of you dip sticks want Bernie to be President 🤣 y’all be the ones drinking industrial strength Alcohol. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243618494178111488,A #Coronavirus outbreak in #Yemen will cause a serious disaster after the US-Saudi coalition destroyed the health system. #5YearsOfWarOnYemen URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1247885427018625027,The number of coronavirus cases in #SriLanka increases to 189 after 1 more person tested positive. 44 recovered thus far. #lka #coronavirus #COVID19 URL,unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1237004045006618625,"#stocks #coronavirus 
 Sorry a link wud b nice 
 URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243511984794087426,"When People Are Thinking Lockdown is Only For 21Days,
 I Already know That it Will Continue For Next 2Months😴
 #LockdownWithoutPlan #lockdown21days #lockdownindia 
 #CoronaVillains #COVID19",unknown/irrelevant,Other,lockdown,17
https://twitter.com/edent/status/1242551983208185856,"Confused about the PM’s #COVID19Aus announcement last night? Check out today’s for a good, digestible (and opinion-free) overview of the changes that will be coming into place, available here: URL
 

 #auspol #coronavirus #COVID19AU #COVID19Australia",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241122294908571649,"This weekend, follow this steps, stay home and stay safe! Protect yourself and others too. Follow  and other relevant government agencies for verified information. #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239439361017405440,The CDC is telling people we’re in a pandemic and staying home is advised. But you know that. #Pandemic #Coronavirus #SocialDistancingNow,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239382449177726976,You’ve nailed it! URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247667214196576256,Doctors for Ontario long-term care facilities face off with public health officials over resident testing /via URL #cdnpoli #covid19,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1254398704532049921,Trump 2020 !! MAKE AMERICA GREAT AGAIN !!! URL,unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1239745725195575300,Get this shirt now!! URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236463274444468224,People are so gullible. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242630951290712064,Why is there a daily federal #coronavirus testing limit??? URL,unknown/irrelevant,Other,covid19 test,17
https://twitter.com/edent/status/1241822974765944832,Praying for the world. For all affected by COVID19. “The light shines in the darkness and the darkness has not overcome it”. #candleofhope #NationalDayofPrayer #churchestogether 🕯️🙏 #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237752566794145793,"Ironic how the #COVID19 is going viral on and off the web
 

 #Corona",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239696403053641728,"See and spread widely. Please #RETWEEET not for me. For all of us.
 

 #StayHome #خلك_بالبيت 
 #CoronavirusOutbreak 
 #coronavirus 
 #Covid_19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237954753541308417,But it’s just the flu. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241148237374869504,STD or #COVID19 Pick your poison. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243328744833445889,"There is likely no “back to normal” in 2020 as #COVID19 will probably have multiple cycles in 2020 and 2021.
 

 This article was helpful for understanding different possible scenarios:
 

 URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1240810109992747010,To the 30% of Americans who think this crisis is a fraud: You have your Idiot Poster Child. #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244554998286913536,This should be asked to government  URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252083395485667330,Is this what WHO told you? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250792092265148423,"Solving your haircut problems. 
 

 Like, retweet, tag a friend who needs a haircut. 
 Follow for more cartoons. 
 #Haircut #HaircutHeroes #HaircutChallenge #HaircutAtHome #pandemic #coronavirus #COVID19 #shelterathome #comics #webcomics #webcomic URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235266997392302080,"tfw something useful proves also hilarious URL
 #CancelCulture #COVID19 😅🙌",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239151066014298112,"Today's update (March 15)
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246329883418132480,"Let's all follow the rules, listen to radio, watch TV and always be on the look out for all #Covid19 updates . Let's all stay at home, thank you for the message. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245854574365126662,"In case people hadn't seen this, Interim Guidance from AHA regarding pediatric resuscitation during #COVID19 #PedsICU URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236353127688876032,Be Kind ;  support one another during #COVID19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253027983985717251,"Really, I just don't care what Greta thinks or says. She is totally irrelevant. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243864888512053248,Boredom at home is better than boredom in the isolation ward of a hospital! #India #StayAtHome #SaveLives #IndiaFightsCorona #COVID19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237589658952847360,"The DIY N95 — Make your own COVID19 mask — FLU MOB
 

  URL
 

 #coloradoproudcompany 
 

 #coronavirus #covid19 #coronaviruscolorado #closetheschools",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246429169560563712,This is great URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238594203606630400,2 weeks off from school because of #coronavirus pogs 😷,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243147440431050752,"sir, request you make them sit little apart so that they dont get affected by the #coronavirus .. BTW super initiative... well done.",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236618781222473729,Great thread explains a lot URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242757186134122496,"Okay, I will stop reading about the symptoms now.
 

 Pheeew!
 

 #Covid19Out #LetsFightCovid19 #COVID19 #Covid19SA #covid19australia",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250173060415709186,Breaking: Lagos identifies 119 people with COVID-19 symptoms #Coronavirus #NetNaija URL,unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1237531364846481410,"""Coronavirus: Italy on lockdown as spread slows in China and South Korea"" #Coronavirus URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1237783667130408967,Lots in today’s #Budget2020 far more than #coronavirus contingency but a missed opp to rethink #IR35 next steps. 6 April is fast approaching. More here - URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241204635597185024,". Creative Discovery Museum in Chattanooga, Tennessee laying off all 56 part-time staff, will be closed indefinitely - #coronavirus: URL",unknown/irrelevant,News,,17
